gene,IMR-90_NPC_siNC_1,IMR-90_NPC_siNC_2,IMR-90_NPC_siNC_3,IMR-90_NPC_siNC_4,IMR-90_NPC_siNC_5,IMR-90_NPC_siNC_6,IMR-90_NPC_siZCC_1,IMR-90_NPC_siZCC_2,IMR-90_NPC_siZCC_3,IMR-90_NPC_siZCC_4,IMR-90_NPC_siZCC_5,IMR-90_NPC_siZCC_6
ATG13,10086,10892,11097,8343,10802,10418,7698,9434,8213,6914,7495,8551
ARHGAP1,10267,11749,11510,8975,11655,10643,8359,10003,8791,7625,8311,9157
ZNF408,2183,2461,2507,1836,2371,2260,1751,1965,1753,1660,1756,1973
F2,25,30,20,26,21,29,22,17,15,12,27,17
CKAP5,43586,46487,44653,34922,48760,46090,32480,41266,34832,29847,31918,36169
MIR5582,8,14,13,6,5,4,5,3,5,1,5,3
AC115088.1,31,18,22,9,20,18,23,23,13,14,16,19
SNORD67,11,19,27,17,21,18,12,30,15,17,20,19
LRP4-AS1,83,65,73,65,65,66,54,56,63,63,64,73
LRP4,6828,7155,6459,5820,7280,6912,5534,6774,6107,5014,5396,6099
AC021573.1,13,7,15,6,17,4,11,3,7,4,6,7
C11orf49,9701,10839,11039,8301,10599,10074,7786,8898,7833,7129,7747,8488
AC103792.1,4,0,2,0,0,0,0,0,1,1,0,0
AC090589.2,2,4,11,11,5,3,10,6,8,8,5,4
ARFGAP2,11374,12271,12951,9357,11979,11155,8300,10261,8655,7369,8487,9366
AC090589.3,150,178,178,131,169,153,111,141,119,97,102,109
PACSIN3,1533,1521,1398,1130,1303,1344,1006,1177,1127,846,896,1240
MIR6745,0,0,1,0,1,0,1,1,0,1,1,0
AC090589.1,10,13,25,14,18,8,6,22,12,6,10,12
DDB2,4553,4957,4693,3814,4544,4284,4037,5039,4314,3343,3476,4791
AC018410.1,0,1,1,0,1,0,0,0,1,2,7,1
ACP2,6131,6439,6829,5050,6738,6379,4441,5296,4652,4122,4580,5043
NR1H3,1227,1283,1348,1056,1284,1199,1182,1262,1116,945,1009,1289
MADD,13587,15841,14891,11920,15791,14529,11510,13557,11512,10173,11300,11472
MADD-AS1,1,0,0,0,0,0,1,0,0,0,0,0
AC090582.1,1,1,1,0,3,3,0,0,0,0,10,2
MYBPC3,6,5,7,3,3,6,2,1,2,1,6,6
SPI1,30,36,33,49,51,51,26,37,37,28,38,22
AC090559.1,13,10,25,19,18,16,10,12,8,5,7,17
MIR4487,0,0,0,0,0,0,0,0,0,0,0,0
SLC39A13,4458,4816,5085,4062,4460,4464,3395,4140,3695,3001,3536,3777
PSMC3,11202,12092,12500,9005,11644,11407,8029,9371,8028,6949,8160,9038
RAPSN,11,15,20,15,17,13,10,12,18,10,8,15
CELF1,23598,25911,21845,19056,25591,24248,17320,22870,18328,15413,17281,18968
AC090559.2,24,24,20,15,16,16,14,21,16,5,13,9
RN7SL652P,5,6,1,0,1,4,1,2,3,2,1,3
NDUFS3,5195,6221,6140,4379,5715,5297,4110,4660,4174,3738,3979,4663
PTPMT1,829,830,973,711,874,834,671,822,708,574,585,776
KBTBD4,4085,4591,4536,3512,4672,4403,2844,3287,2991,2566,2926,3064
RNU5E-10P,4,5,8,3,3,2,2,5,3,3,2,4
KF459542.1,29,28,34,24,32,31,21,14,10,23,15,20
FAM180B,12,8,14,8,14,5,4,10,5,8,9,16
C1QTNF4,1217,1838,1801,1479,2291,1661,1558,1783,1353,1312,1340,1090
MTCH2,8495,9271,9884,6974,8940,9130,6286,7759,6441,5327,6153,6888
AGBL2,24,25,21,15,15,20,6,17,13,15,7,16
FNBP4,13756,14628,13981,11244,15392,14278,10597,14349,11975,9571,10225,12204
NUP160,7859,7896,7843,5990,8216,7989,5371,7134,5834,4788,5375,6174
AC021443.1,5,7,19,12,15,10,8,17,6,12,20,11
RNA5SP340,1,0,1,2,0,3,3,1,1,0,0,1
YPEL5P2,1,0,2,0,0,2,0,0,0,0,0,0
AC023232.1,8,20,7,13,8,6,6,1,5,6,7,1
PTPRJ,5618,5901,5233,4861,6209,5966,4202,5655,4585,3821,4257,4827
PTPRJ-AS1,0,0,0,0,0,0,0,0,0,0,0,0
MIR3161,18,15,13,19,6,14,9,7,5,3,7,5
OR4B1,0,0,0,0,0,0,0,0,0,0,0,0
OR4B2P,0,0,0,0,0,0,0,0,0,0,0,0
OR4X2,0,0,0,1,0,0,0,0,1,0,0,0
OR4X1,0,0,0,0,0,0,1,0,0,0,0,0
OR4S1,0,1,0,0,0,0,0,0,0,0,0,0
OR4C3,0,0,0,0,1,0,0,0,0,0,0,0
OR4C4P,0,0,0,0,0,0,0,0,1,0,0,0
OR4C5,0,0,0,1,0,0,0,0,0,0,0,0
OR4C2P,0,0,0,0,0,0,0,0,0,0,0,0
OR4C10P,0,0,0,0,0,0,0,0,0,0,0,0
OR4C9P,0,0,0,0,0,0,0,0,0,0,0,0
OR4R1P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A47,0,0,0,0,0,0,0,0,0,0,0,0
OR4A48P,0,0,1,0,0,0,0,0,0,0,0,0
OR4A46P,0,0,1,0,0,0,0,0,0,0,0,0
OR4A40P,0,0,1,0,0,0,0,0,0,0,0,1
OR4A43P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A45P,0,0,0,0,2,1,0,0,0,0,0,0
OR4A41P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A42P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A44P,0,0,0,0,0,0,0,0,0,0,0,0
AC027369.6,0,0,0,0,0,0,0,0,0,0,0,0
AC027369.3,0,0,0,0,0,0,0,0,0,0,0,0
AC027369.4,0,0,0,0,0,0,0,0,0,0,0,0
AC027369.5,0,0,0,0,0,0,0,0,0,0,0,0
TRIM51CP,0,0,1,0,1,0,0,0,0,0,0,0
AC027369.2,0,0,0,0,0,0,0,0,0,0,0,0
TRIM51GP,0,0,0,1,0,0,0,0,0,0,2,0
TRIM53CP,0,0,0,0,0,0,0,0,0,0,0,0
AC027369.1,0,0,1,0,0,2,1,2,1,0,0,0
TRIM49B,0,0,0,2,1,1,0,0,2,0,1,1
AC084851.4,0,0,0,0,0,0,0,0,0,0,0,0
TRIM64C,0,0,0,0,0,0,1,0,0,0,0,0
AC084851.3,0,0,0,0,0,0,0,0,0,0,0,0
AC084851.1,0,1,2,0,0,0,1,0,0,0,1,0
UBTFL7,0,0,0,0,0,0,0,0,0,0,0,0
AC084851.2,0,0,0,0,0,0,0,1,0,0,0,0
AC118273.1,0,0,0,0,0,0,0,1,0,0,0,0
AC118273.2,0,0,0,0,0,0,0,0,0,0,0,0
TRIM77BP,0,0,0,0,0,0,0,0,0,0,0,0
UBTFL9,0,1,0,0,0,0,0,0,0,0,0,0
FOLH1,1,1,0,1,0,0,0,1,0,0,1,1
AC118942.1,0,0,0,0,3,1,3,2,0,1,1,0
TYRL,0,0,1,0,0,0,0,0,0,0,0,0
CBX3P8,0,0,0,0,0,0,0,1,2,0,0,0
AC135977.1,24,26,32,17,21,24,14,34,24,22,24,15
AC136759.1,0,6,2,3,2,5,1,1,4,2,6,2
AC130364.1,0,0,0,0,0,0,0,0,0,0,0,0
AC130364.2,0,0,0,0,1,0,0,0,0,0,0,0
TRIM51FP,0,0,0,0,0,0,0,0,1,0,0,0
AP006587.5,0,0,0,0,0,0,0,0,0,0,0,0
AP006587.6,0,0,0,0,0,0,0,0,0,0,0,0
AP006587.4,0,0,0,0,0,0,1,0,1,0,0,2
AP006587.3,0,0,0,0,0,0,1,0,0,0,0,0
TRIM51DP,0,0,0,0,0,0,0,0,0,0,0,0
AP006587.1,0,0,0,0,0,0,0,0,0,0,0,0
AP006587.2,0,0,0,0,0,0,0,0,0,0,0,0
OR4A1P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A49P,0,0,0,0,0,0,0,0,0,0,0,1
OR4A18P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A19P,0,0,0,0,0,0,0,0,0,0,0,0
OR4R3P,0,0,0,0,0,0,0,0,0,0,0,0
OR4C13,0,0,0,1,1,0,0,0,0,0,0,0
OR4C12,0,0,0,0,0,0,0,0,0,0,0,0
OR4C48P,0,0,0,0,0,0,0,1,0,0,0,0
OR4C45,0,0,0,0,0,0,0,0,0,0,0,0
OR4C49P,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IP11,0,0,0,0,0,0,0,0,0,0,0,0
AC109635.4,0,0,0,0,0,0,0,0,0,0,0,0
AC109635.7,2,0,1,0,0,0,0,0,0,0,0,0
AC109635.6,0,0,0,0,0,0,0,0,0,0,0,0
AC109635.1,0,0,0,0,0,0,3,0,0,0,1,0
AC109635.5,20,15,10,10,11,22,8,10,18,2,2,15
AC109635.3,12,23,16,17,15,23,20,23,17,15,17,13
AC109635.2,0,0,0,0,0,0,0,0,0,0,0,0
LINC02750,0,2,0,2,1,3,1,0,1,4,0,0
AC024405.2,0,0,0,0,0,0,0,0,0,0,0,0
AC024405.1,0,2,1,0,0,1,1,1,0,0,0,0
OR4C50P,0,0,0,0,0,0,0,0,0,0,0,0
OR4C46,0,0,0,0,0,0,0,0,0,0,0,0
OR4C7P,0,0,0,0,0,0,0,0,0,0,0,0
OR4R2P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A4P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A3P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A2P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A8,0,0,0,0,0,0,0,0,0,0,0,0
OR4A7P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A5,0,0,0,0,0,0,0,0,0,0,0,0
OR4A6P,0,0,0,0,0,0,0,0,0,0,0,0
TRIM48,4,7,9,6,4,4,8,9,7,3,6,3
AP005597.4,1,0,0,0,0,1,0,0,0,0,0,0
AP005597.3,0,0,0,0,0,0,0,0,0,0,0,0
AP005597.2,0,0,0,0,0,0,0,0,0,0,0,0
TRIM51HP,0,1,0,0,1,0,0,0,0,0,0,0
AP005597.1,0,0,0,0,0,0,0,0,0,0,0,0
OR4A11P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A12P,1,0,0,0,0,0,0,0,0,0,0,0
OR4A16,0,0,0,0,0,0,0,0,0,0,0,0
OR4A15,0,0,0,0,0,0,0,0,0,0,0,0
OR4A9P,0,0,0,0,0,0,0,0,0,0,1,0
OR4X7P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A10P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A17P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A13P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A50P,0,0,0,0,0,0,0,0,0,0,0,0
OR4A21P,0,0,0,0,0,1,0,0,0,0,0,0
OR4C1P,0,0,0,0,0,0,0,0,0,0,0,0
OR4C14P,0,0,0,0,0,0,0,0,0,0,0,0
OR4C15,0,0,0,0,0,0,0,0,0,0,0,0
OR4C16,0,0,0,0,0,0,0,0,0,0,0,1
OR4C11,0,0,1,0,0,0,0,0,0,0,0,0
OR4P4,0,0,0,0,0,0,0,0,0,0,0,1
OR4S2,0,0,0,0,0,0,0,0,0,0,0,0
OR4C6,0,0,0,0,0,0,0,0,0,0,0,0
OR4V1P,0,1,0,0,0,0,0,0,0,0,0,1
OR4P1P,0,0,0,0,0,0,0,0,0,0,0,0
AP006437.1,0,0,0,0,0,0,0,0,0,0,0,0
OR5D2P,0,0,0,0,0,0,0,0,0,0,0,0
OR5D3P,0,1,0,0,0,0,0,0,0,0,0,0
OR5D17P,0,0,0,0,0,0,0,0,0,0,0,0
OR5D13,0,0,0,0,0,0,0,0,0,0,0,0
OR5D15P,0,0,1,0,0,0,0,0,0,0,0,0
OR5D14,0,0,0,0,0,0,0,0,0,0,0,0
OR5L1,0,0,0,0,0,0,0,0,0,0,0,0
OR5D18,0,0,0,0,0,0,0,0,0,0,0,0
OR5L2,0,0,0,0,0,0,0,0,0,1,0,0
OR5D16,0,0,0,0,0,0,0,0,0,0,0,0
OR9M1P,0,0,1,0,0,0,0,0,0,0,0,0
AC036111.2,0,0,0,0,0,1,0,0,0,0,0,0
AC036111.3,0,0,0,0,0,0,0,0,0,0,0,0
AC036111.1,0,0,0,0,0,0,0,0,0,0,0,0
TRIM51,0,0,0,0,1,0,0,0,0,0,0,0
OR5W1P,0,0,0,0,0,0,0,0,0,0,0,0
OR5W2,0,0,0,0,0,0,0,0,0,0,0,1
OR5I1,0,0,0,0,0,0,0,0,0,0,0,0
OR10AF1P,0,0,0,0,0,0,0,0,0,0,0,0
OR10AK1P,0,0,0,0,0,0,0,0,0,0,0,0
OR10AG1,0,0,0,0,0,0,0,1,0,0,0,1
OR7E5P,0,0,0,0,0,0,0,0,0,0,0,0
OR5F1,0,1,0,0,0,0,0,0,0,0,0,0
OR5F2P,0,0,0,0,0,0,0,0,0,0,0,0
OR5AS1,0,0,0,0,0,0,0,1,0,0,0,0
OR5AQ1P,0,0,0,0,0,0,0,0,0,0,0,0
OR5J1P,0,0,0,0,0,0,0,0,0,0,0,0
OR5BE1P,0,0,0,1,0,0,0,0,0,0,0,0
OR8I2,0,0,0,0,0,0,0,0,0,0,0,0
OR8I4P,0,0,0,0,0,0,0,0,0,0,0,0
OR8H2,0,0,0,0,0,0,0,0,0,0,0,0
OR5BN2P,0,0,0,0,0,0,0,0,0,0,0,0
OR8H3,0,0,0,0,0,0,0,0,0,0,0,0
OR5BN1P,0,0,0,0,0,0,0,0,0,0,0,0
OR8J3,0,1,0,0,0,0,0,0,0,0,0,0
OR8K4P,0,0,0,0,0,1,0,0,0,0,0,0
OR8K5,0,0,0,0,0,0,0,0,0,0,0,0
OR5J7P,0,0,0,0,0,0,0,0,0,0,0,0
OR5J2,0,0,0,0,0,0,0,0,0,0,0,0
OR8V1P,0,0,0,0,0,0,0,0,0,0,0,0
AC022882.1,0,0,1,0,0,1,0,0,0,0,0,0
OR8J2,1,1,0,0,0,0,0,0,0,0,0,0
OR5T2,0,0,0,0,0,0,0,0,0,0,0,0
OR5T3,0,0,0,0,0,0,0,0,0,0,0,0
OR5T1,0,0,0,0,0,0,0,0,0,0,0,0
OR8H1,0,0,0,0,0,0,0,0,0,0,0,0
OR8I1P,0,0,0,0,0,0,0,0,0,0,0,0
OR8K3,0,0,0,0,0,0,0,0,0,0,0,0
FAM8A2P,1,0,0,0,1,0,0,1,0,2,1,0
OR8K2P,0,0,0,0,0,0,0,0,0,0,0,0
OR8K1,0,0,0,0,0,0,0,0,0,0,0,0
OR8J1,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P29,10,16,9,7,13,10,9,9,10,5,8,14
OR8U1,0,0,0,0,0,0,0,0,2,0,0,0
OR8L1P,0,0,0,0,0,0,0,0,0,0,0,0
OR5AL2P,0,0,0,0,0,0,0,0,0,0,0,0
OR5AL1,0,0,0,0,0,0,0,0,0,0,0,0
OR5R1,0,0,0,0,0,0,0,0,0,0,0,0
OR5M4P,0,0,0,0,0,0,0,0,0,0,0,0
AP002512.3,0,0,0,0,0,1,0,0,0,0,0,0
OR5M9,0,0,0,0,0,0,0,0,0,0,0,0
OR5M3,0,0,1,0,0,0,0,0,0,0,0,0
OR5M2P,0,0,0,0,0,0,0,0,0,0,0,0
OR5M8,0,0,0,0,0,0,0,0,0,0,0,0
AP002512.1,0,0,0,0,0,0,0,0,0,0,0,0
OR5M7P,0,0,0,0,0,0,0,0,0,0,0,0
AP002512.2,0,0,0,0,0,0,0,0,0,0,0,0
OR5M6P,0,0,0,0,0,0,0,0,0,0,0,0
OR5M5P,0,0,0,0,0,0,0,0,0,0,0,0
OR5M11,0,0,0,0,0,0,0,0,0,0,0,0
OR5M10,0,0,0,0,0,0,0,0,0,0,0,0
OR5M13P,0,0,0,0,0,0,0,0,0,0,0,0
OR5M1,0,0,0,0,0,0,0,0,0,1,0,0
OR5AM1P,0,0,0,0,0,0,0,2,0,0,0,0
OR5M12P,0,0,0,0,0,0,0,0,0,0,0,0
OR5AP1P,0,0,0,0,0,0,0,0,0,0,0,0
OR5AP2,0,0,0,0,0,0,0,0,0,0,0,0
OR5AR1,0,0,0,0,0,0,0,0,0,0,0,0
OR2AH1P,1,0,0,0,0,0,0,0,0,0,0,0
AP004245.1,12,17,23,16,17,16,14,10,10,12,7,8
OR9G1,0,0,0,1,0,0,0,0,0,0,0,0
AP001803.1,0,0,0,0,0,1,0,0,1,0,0,0
OR9G3P,0,0,0,0,0,0,0,0,0,0,0,0
OR9G4,0,0,0,0,1,0,1,0,0,1,0,0
MIR6128,0,0,0,0,0,0,0,0,0,0,0,0
AP001803.3,0,0,0,0,0,0,0,0,0,0,0,0
OR9G2P,0,0,0,0,0,0,0,0,0,0,0,0
OR5G1P,0,0,0,0,0,0,0,0,0,0,0,0
OR5G4P,0,0,0,0,0,0,0,0,0,0,0,0
OR5G5P,1,2,1,0,1,1,2,3,1,1,0,4
OR5G3,0,0,0,0,0,1,0,1,0,0,0,0
LINC02735,0,1,0,0,2,1,0,0,0,0,0,0
FADS2B,1,0,0,0,0,0,1,0,0,0,0,0
OR5AK3P,0,0,0,0,0,0,0,0,0,0,0,0
OR5AK2,0,0,0,0,0,0,0,0,1,0,0,0
OR5AK1P,0,0,0,0,0,0,0,0,0,0,0,0
OR5BQ1P,0,0,0,0,0,0,0,0,0,0,0,0
OR5AK4P,0,1,0,0,0,0,0,0,0,0,0,0
OR5AO1P,0,0,0,0,0,0,0,0,0,0,0,0
OR5BP1P,0,0,0,0,0,0,0,0,0,0,0,0
LRRC55,2967,3563,3542,2523,3792,3176,2466,3116,2379,2211,2556,2553
APLNR,55,48,53,33,45,49,59,33,38,44,51,44
TNKS1BP1,12089,13146,12540,10556,12699,12769,10154,11882,10934,9135,10248,11410
AP000781.1,24,13,59,10,12,12,78,6,21,12,12,11
SSRP1,23015,24600,25022,18886,24511,23512,17324,19738,17775,15475,17129,18342
P2RX3,249,348,308,215,362,271,187,281,160,182,219,159
PRG3,0,0,0,0,0,0,1,0,0,0,0,0
PRG2,0,1,1,0,0,0,0,0,0,0,0,0
AP000781.2,0,0,0,0,0,0,0,0,0,1,0,0
SLC43A3,95,132,119,102,125,121,79,88,88,59,80,93
RNA5SP341,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP259,0,0,0,0,0,0,0,0,0,0,0,0
RTN4RL2,341,353,402,332,410,380,364,320,306,306,319,336
AP002893.1,1,0,0,1,0,3,3,0,2,0,1,0
SLC43A1,197,157,191,148,158,176,110,149,137,108,104,129
RN7SL605P,46,39,46,41,52,40,36,49,31,26,28,23
TIMM10,1728,2002,1932,1492,1850,1803,1441,1623,1525,1259,1388,1662
SMTNL1,3,2,1,0,1,2,1,1,1,3,3,1
UBE2L6,9730,10823,10936,8015,10632,9841,7979,8898,7765,6961,7408,9001
RPS4XP13,17,24,32,13,18,23,19,22,21,14,29,19
SERPING1,4379,4462,4958,3489,4321,4346,3301,4170,3841,3010,3133,4284
AP000662.1,554,506,589,404,556,541,374,538,454,279,377,517
MIR130A,19,8,9,8,12,14,14,11,11,6,13,8
YPEL4,1151,1338,1282,965,1221,1191,1039,1323,1069,949,969,1259
CLP1,1465,1414,1581,1110,1433,1420,1001,1204,1044,909,964,1160
ZDHHC5,5555,5595,5933,4567,5801,5696,3914,4886,4121,3269,3815,4196
MED19,3118,3385,3487,2498,3310,3072,2236,2638,2192,2021,2126,2518
AP001931.2,102,109,102,117,115,95,83,117,79,71,63,87
TMX2,7041,7253,8209,5952,7359,7168,4993,6554,5531,4534,4990,5745
PPIAP42,1,1,5,0,0,2,0,0,2,5,0,4
SELENOH,1739,2068,2015,1391,2012,1694,1416,1757,1485,1264,1475,1762
AP001931.1,78,93,71,73,76,73,61,118,83,41,57,78
BTBD18,1,1,1,1,0,0,3,0,1,0,0,2
CTNND1,2600,2382,2360,1899,2544,2660,1742,2422,2151,1563,1704,2143
OR5BA1P,0,0,1,1,0,0,1,0,1,0,0,0
AP003484.1,0,0,0,0,0,0,0,0,0,0,0,0
OR5AZ1P,0,0,0,0,0,0,0,0,0,0,0,0
OR5BD1P,0,0,0,0,0,0,0,0,0,0,0,0
CYCSP26,0,0,0,0,0,0,0,0,0,0,1,0
OR9Q1,0,1,1,2,1,1,0,0,0,0,3,0
RNU6-899P,0,0,0,0,0,0,0,0,0,0,0,0
OR6Q1,0,0,0,0,0,0,0,0,0,0,0,0
VN2R9P,0,0,0,0,0,0,0,0,0,0,0,0
AP004247.2,0,1,1,1,1,0,0,0,2,1,1,0
AP004247.1,0,0,0,0,0,0,0,0,0,0,0,0
OR9L1P,0,0,0,0,0,0,0,0,0,0,0,0
OR9I3P,0,0,0,0,0,0,0,0,0,0,0,0
OR9I1,0,0,0,0,0,1,0,0,0,0,0,0
OR9I2P,0,2,0,0,0,0,1,0,0,0,0,0
OR5BL1P,0,0,0,0,0,0,0,0,0,0,0,0
OR9Q2,0,0,0,0,0,0,0,0,0,0,0,0
OR1S2,0,0,0,0,0,0,0,0,0,0,0,0
OR1S1,0,0,0,0,0,0,0,0,0,0,0,0
OR10Q1,2,0,0,0,0,1,0,0,1,0,1,0
EIF4A2P3,2,4,5,3,5,6,2,4,2,1,1,7
OR10W1,3,0,0,0,0,0,0,0,0,0,0,0
OR10Q2P,0,0,0,0,0,0,0,0,0,0,0,0
OR5BC1P,0,0,0,0,0,0,0,0,0,1,0,0
OR5B19P,0,0,0,0,0,0,0,1,0,0,0,0
OR5B10P,0,0,0,0,0,0,0,0,0,0,0,0
AP000435.1,0,2,0,0,0,0,0,0,1,0,0,0
OR5B17,0,0,0,0,0,0,0,0,0,0,0,0
OR5B1P,2,0,0,0,0,0,0,2,1,2,0,0
OR5B15P,0,0,0,0,0,3,0,0,0,0,0,0
OR5B3,0,0,0,1,0,0,0,0,0,0,2,0
OR5B2,3,5,2,0,6,1,0,1,0,1,0,2
OR5B12,4,1,1,1,3,0,1,1,4,7,2,8
AP003557.2,4,9,3,4,11,9,3,4,6,4,5,0
AP003557.1,9,9,8,7,17,20,12,24,10,8,9,16
OR5B21,0,5,1,1,0,0,2,1,0,0,0,0
LPXN,1033,1012,1066,836,1063,1020,765,1028,882,684,788,880
ZFP91,8721,8719,8724,6793,8894,8882,6127,7884,6602,5393,6007,7028
ZFP91-CNTF,2,1,0,0,1,1,0,0,0,0,0,1
AP001350.1,56,31,48,26,42,44,48,37,30,21,24,19
CNTF,136,116,122,117,109,161,65,111,89,63,44,93
AP001350.2,79,73,61,62,68,66,45,59,39,36,34,43
GLYAT,2,0,0,1,0,1,0,2,0,0,1,0
AP000445.1,0,0,0,0,0,3,1,0,1,0,3,0
AP000445.2,0,0,0,0,0,0,0,0,0,0,0,1
TMA16P1,0,0,0,0,0,1,1,0,3,0,0,1
GLYATL2,132,122,132,103,119,165,61,99,102,75,85,116
GLYATL1P2,0,1,0,0,0,0,0,0,0,0,0,1
GLYATL1,12,9,19,10,15,11,11,9,6,9,5,16
AP001652.1,0,0,0,0,0,0,0,0,0,0,0,0
AP001636.3,13,9,10,4,17,10,8,6,6,4,8,8
AP001636.2,2,2,0,0,0,1,1,1,0,2,0,0
GLYATL1P1,0,0,0,0,0,0,0,0,0,0,0,0
AP001636.1,0,2,0,0,0,1,1,0,0,2,0,0
GLYATL1P4,0,0,0,0,0,0,0,0,0,0,0,0
GLYATL1B,0,0,0,0,0,0,0,0,0,0,0,0
FAM111B,1212,1185,1212,992,1273,1233,772,950,792,591,755,755
FAM111A-DT,321,317,306,289,367,323,199,273,250,196,206,249
AP001258.1,2,0,0,0,0,1,0,0,0,1,0,1
FAM111A,3843,3677,3835,3378,3876,4175,2409,3203,2753,2207,2472,2747
DTX4,34754,37043,36688,29340,37863,36824,26909,31651,27969,24220,27152,28637
MPEG1,16,15,16,23,74,19,22,17,52,12,14,41
RN7SL42P,0,0,0,0,0,0,0,0,0,0,0,0
WARS1P1,0,0,0,1,1,1,2,1,0,0,0,1
SLC25A47P1,0,0,0,0,0,0,0,0,0,0,0,0
AP002358.1,0,1,1,0,1,0,0,0,1,0,0,0
AP002358.2,0,2,2,0,0,0,0,0,0,0,0,0
RN7SL435P,0,0,0,0,0,0,0,0,0,0,0,0
OR5AN2P,0,0,0,0,0,0,0,0,0,0,0,0
OR5BR1P,0,0,0,0,0,0,0,0,0,0,0,1
OR5AN1,1,1,0,0,2,0,1,1,1,0,0,0
OR5BB1P,0,0,0,0,0,0,0,0,0,0,0,0
OR5A2,0,0,0,0,0,2,0,1,0,0,1,0
OR5A1,0,0,3,0,0,1,1,2,0,1,0,1
OR4D6,0,0,0,0,0,0,0,0,2,0,0,0
OR4D10,1,1,2,1,0,0,0,0,0,0,0,0
OR4D8P,4,0,0,0,0,0,0,0,0,0,0,0
OR4D11,0,0,0,0,0,0,0,0,0,0,0,0
OR4D9,0,0,0,1,1,0,0,0,0,0,0,1
OR4D7P,0,3,0,0,0,0,0,0,0,0,0,0
AP003778.1,10,6,7,5,4,9,8,6,8,1,6,6
LINC02739,42,44,55,33,62,39,31,41,36,22,26,29
AP000442.1,22,29,26,16,35,36,13,34,31,35,32,38
OSBP,10453,10922,11062,8505,11062,11137,8129,10584,8939,7305,8064,9370
MIR3162,1,1,0,2,2,0,1,6,1,0,0,0
PATL1,6758,7251,6854,5697,7592,7005,5739,6903,6033,5343,5411,6373
AP000640.2,19,17,32,19,24,29,18,14,23,14,12,17
RN7SKP192,0,0,0,0,0,0,0,0,0,2,0,0
OR10V1,0,0,0,0,1,0,0,0,0,0,2,0
STX3,841,677,778,633,769,779,520,739,679,479,496,729
OR10Y1P,0,0,0,0,0,0,0,0,0,0,0,0
OR10V3P,0,0,0,0,0,0,0,1,0,0,0,0
OR10V2P,0,0,0,1,0,0,0,0,0,0,0,0
AP000640.1,31,19,29,12,17,31,19,19,20,15,11,23
FABP5P7,53,44,32,32,38,46,40,59,31,25,20,38
MRPL16,2666,2993,2780,2101,2785,2665,2109,2355,2120,1857,1907,2352
CBLIF,1,0,0,0,0,0,0,0,0,0,1,0
TCN1,0,0,0,0,0,0,0,0,0,0,0,0
OOSP3,0,3,0,0,1,1,0,2,1,1,0,0
SRD5A3P1,0,0,0,0,0,3,0,0,0,0,0,0
OOSP1,0,0,0,2,0,0,0,0,0,0,0,0
AP000790.1,0,0,0,0,0,0,0,0,0,0,0,0
OOSP4A,0,0,0,0,0,0,0,0,0,0,0,0
OOSP4B,0,0,0,1,0,0,0,1,0,0,0,0
OOSP2,0,0,0,0,0,0,0,0,0,0,0,0
MS4A3,0,0,2,0,0,0,0,0,0,0,0,0
AP000790.2,0,0,0,0,0,0,0,0,0,0,0,0
MS4A2,0,0,0,0,0,0,0,1,0,1,0,0
LINC02705,1,0,0,0,0,0,0,0,0,0,0,0
MS4A6A,1,0,0,0,2,0,0,0,2,0,2,2
MS4A4A,3,0,1,2,2,0,0,0,0,0,0,1
MS4A4E,6,2,3,2,2,2,1,0,5,0,1,5
MIR6503,0,0,0,0,0,0,0,0,0,0,0,0
MS4A6E,0,0,0,0,0,0,0,0,0,0,0,0
MS4A7,18,29,31,23,20,37,26,11,24,34,26,30
MS4A14,4,4,2,4,1,2,2,1,1,1,3,4
MS4A5,0,0,0,0,0,0,0,0,0,0,0,0
MS4A1,1,1,0,0,0,1,1,0,2,1,2,2
MS4A12,1,0,1,0,1,0,1,0,0,0,0,0
MS4A13,0,0,0,0,0,0,0,0,0,0,0,0
MS4A19P,0,0,0,0,0,0,0,0,0,0,0,0
LINC00301,0,0,0,0,0,0,0,0,0,0,0,0
MS4A8,0,1,1,3,1,0,1,5,1,1,1,0
MS4A18,0,0,0,0,0,0,0,0,0,0,0,0
MS4A15,0,0,1,0,0,1,0,0,1,1,0,0
MS4A10,0,0,0,0,0,0,0,0,1,0,0,0
AP000777.1,0,0,0,0,0,0,2,1,1,0,1,1
